ID del item,Nombre del item,Total de ventas (CLP),Cantidad vendida
11,bolsas repuesto dispensador klint (60 b),20150.0,5.0
1710,l.w piedra de lamer peq. anim. gan,19950.0,5.0
376,"dogit cuerdas anudadas celeste ""m""",19950.0,5.0
178,polera bandera inglaterra ac l,19800.0,2.0
1283,zeedog mahalo collar cat,19520.0,4.0
1646,zeedog skull bow-tie large,19500.0,3.0
293,collar cuero  nº1 (g. araya),19160.0,4.0
1119,"planet dog diamond plate ball silver ""l""",18990.0,1.0
825,nutrafin max peces tropicales escamas 38g,18870.0,3.0
1452,zeus trailla dobl asa  s  azuldenim 1,18870.0,3.0
732,l.w. material para nidos fibra natural,18830.0,7.0
296,dogit paños humedos 40 unid,18200.0,4.0
1043,lactadiet 7.5 gr sobre calostro,18170.0,23.0
1515,zeus nosh hueso flex cachorro sabor tocino m,17980.0,2.0
1079,corta uñas,17970.0,3.0
1606,afp wooly mouse con sonido,17940.0,3.0
1461,bloque neutralizador tortuga nutrafin,17910.0,9.0
444,toallitas de limpieza aloe vera,17760.0,6.0
870,black french bulldog  (my family),17560.0,1.0
1617,tetra goldfish flakes,17460.0,6.0
830,tramadol iny. dosis 0.5,17380.0,22.0
1311,pawise little monster violeta,17370.0,3.0
975,blister dispensador / bolsas fecas klint,16760.0,4.0
1595,zeus collar ajustable  s  coral,16760.0,4.0
166,lw mordillo de mimbre natural,16740.0,6.0
1747,pez portagolosina rosado,16450.0,5.0
88,light blue big circle paw (my family),15490.0,1.0
1305,zeedog prisma collar cat,14640.0,3.0
344,hartz jfc bizzy balls cat toy,14360.0,4.0
822,big bone aluminum light blue (my family),14260.0,2.0
1583,l.w. golosina peq. animales quinoa 50 gr,14070.0,3.0
1371,comedero acero inox,13960.0,4.0
1028,comedero acero inox. con enganche,12760.0,4.0
1421,polivitaminico b1-b2-b6 50mk iny,12640.0,16.0
400,tx plato comida lenta,11960.0,4.0
1160,viruta pino  800 gr,11920.0,8.0
1379,afp green rush p-b-t,11180.0,2.0
404,bloque mineral para aves,10800.0,6.0
36,cordon amarre 10 mm a. doctor,10780.0,2.0
598,ratones de piel 24 por caja tipo,10710.0,9.0
678,zd smash collar small,9900.0,1.0
321,fp plato acero inoxidable orion kc 52,9420.0,3.0
682,hidrocortisona dosis,8400.0,14.0
882,l.w. comedero o bebedero med 75 ml,8370.0,3.0
40,tx toallas para calzon celo 10 pz xs-s-m,7950.0,5.0
1367,collar gato cinta colores g.a,3200.0,1.0
1434,pawise pelotitas arcoiris unidad,2970.0,3.0
756,carpeta orientadora x uni.,1200.0,2.0
1151,pederol clortetraciclina2% 250ml (dosis),390.0,10.0
305,pro plan kitten 7,0.0,0.0
1638,kitten pouch 85gr,0.0,0.0
459,kong wobbler cat small,0.0,0.0
1685,royal can. obesity canine 1.5 kg.,0.0,0.0
1482,feline  k/d  lata x 156gr,0.0,0.0
867,cama para perro azumpets,0.0,0.0
350,pro plan exigent small breed 3kg ar,0.0,0.0
655,proplan puppy pollo y arroz 370grs,0.0,0.0
119,torre árbol con casa gatos premium,0.0,0.0
461,royal canin yorkshire terrier 7,0.0,0.0
1862,habitat vertical ave,0.0,0.0
83,proplan adulto dog pollo arroz  370grs,0.0,0.0
1494,brit care gf puppy salmon 12 kg,0.0,0.0
991,royal renal lp mod. 170 grs. (lata),0.0,0.0
1509,poo bolsas compostables 60 u,0.0,0.0
620,feline  i/d  lata x 156gr,0.0,0.0
1082,pro plan adult cat 3kg ar,0.0,0.0
1499,urinary care c/d hills 82 gr,0.0,0.0
1052,puzzle tornado nivel 2,0.0,0.0
955,dispensador small,0.0,0.0
1435,pet woow dispensador de alimento,0.0,0.0
1240,poodle pouch 12x85g,0.0,0.0
72,royal can fhn kitten 36 400 grs,0.0,0.0
238,royal canin mini adulto 2.5kg,0.0,0.0
1675,royal canin active 7+ 1.5kg,0.0,0.0
1779,eukanuba premium performance 18 kg ,0.0,0.0
654,fcn urinary care 7.5kg,0.0,0.0
1,royal can. diabetic feline 1.5 kg.,0.0,0.0
1153,palace dog house,0.0,0.0
983,royal can. hypoallergenic canine 2 kg.,0.0,0.0
1207,monge mini sen chicken 4x3 kg,0.0,0.0
1384,royal canin mini adulto  2 kg fr,0.0,0.0
1644,proplan adulto latas,0.0,0.0
45,royal canin kitten 4 kg,0.0,0.0
1050,royal canin adulto mini adult 7,0.0,0.0
446,desparasitante bravecto para gatos,0.0,0.0
248,comedero interactivo multi feeder,0.0,0.0
1752,polerón con gorro verde,0.0,0.0
515,obt-g-free cat - chicken (2,0.0,0.0
537,eukanuba puppy small breed 2  kg,0.0,0.0
1664,brit care cat senior (angel)  2 kg,0.0,0.0
1328,royal gastrointestinal felino 165 grs. (lata),0.0,0.0
1659,royal canin gastrointestinal felino 1,0.0,0.0
1397,brit pate & meat duck 400 gr,0.0,0.0
396,intense beauty pouch 85gr 12un,0.0,0.0
1370,obt-td. puppy s.bites - chicken (5,0.0,0.0
1321,collar expandible con hebilla negro,0.0,0.0
92,proplan adulto cat alimento para gato,0.0,0.0
1214,royal canin  feline hepatic 1.5kg,0.0,0.0
60,royal canin adulto maxi adult 15kg,0.0,0.0
132,bravery iberian pork adult large/medium breeds 4 kg,0.0,0.0
359,brit care cat grain-free sterilized sensitive 2 kg,0.0,0.0
1372,obt-td. cat - fish (2,0.0,0.0
817,rc mini adulto 8+ 1 kg,0.0,0.0
364,plato gato doble redondo,0.0,0.0
1265,brit care gf senior & light salmon 12 kg,0.0,0.0
311,brit mono protein rabbit 400 gr,0.0,0.0
1511,nutram total grain free trout & salmon cat 1.13 kg,0.0,0.0
35,bravery salmon mini adult small breeds 7 kg,0.0,0.0
511,royal can. renal canine 2.0 kg.,0.0,0.0
1068,simparica antiparasitario 40 mg,0.0,0.0
1365,puzzle twister nivel 3,0.0,0.0
943,bravery chicken kitten 2 kg,0.0,0.0
526,pro plan adult small breed 7,0.0,0.0
505,pro plan active mind 7+ med lrg 15kg ar,0.0,0.0
524,bravery lomo de atún y zanahoria,0.0,0.0
1183,royal can fhn exigent  1.5 kilos,0.0,0.0
556,royal can  early cardiac  canine 10 kilo,0.0,0.0
645,pro plan sensitive skin m/l 15kg ar,0.0,0.0
1663,zeedof arnés ajustable morado,0.0,0.0
1465,bravery light iberian pork adult large/medium breeds 12 kg,0.0,0.0
1761,monge medium p&j chicken de 12 kg,0.0,0.0
1163,proplan active mind rzmedgrand 3kg,0.0,0.0
460,pro plan canine veterinary diets nf,0.0,0.0
1616,royal can  hipoal diet canine 10 kilo,0.0,0.0
908,brit mono protein lamb 400 g,0.0,0.0
1865,juguete columpio de colores para aves,0.0,0.0
199,royal canin poodle adulto 3 kg,0.0,0.0
1296,royal can fhn indoor 7.5 kg,0.0,0.0
1075,feline c/d multicare x lata 156 gr,0.0,0.0
1864,escalera de madera,0.0,0.0
1165,fhn fit 32 1.5kg,0.0,0.0
630,bravery chicken adult large/medium breeds 4 kg,0.0,0.0
1689,royal canin medium puppy pouch 140 gr,0.0,0.0
24,chaqueta chiporro verde ,0.0,0.0
579,brit care cat sterilised (missy)  2.0kg,0.0,0.0
920,brit care cat grain-free indoor anti-stress 2 kg,0.0,0.0
742,pro plan kitten pollo pouch 85,0.0,0.0
442,vet diet urinary lp dog 2kg,0.0,0.0
236,pro plan puppy small breed 7.5kg ar,0.0,0.0
1726,pro plan reduced calorie m/l 15kg ar,0.0,0.0
484,polerón con gorro rosado,0.0,0.0
1424,royal can. shn. medium junior 15 kgr.,0.0,0.0
184,bravery chicken mini puppy small breeds 7 kg,0.0,0.0
271,pro plan feline veterinary diets nf advanced,0.0,0.0
1004,royal canin maxi adulto pouch 140 gr,0.0,0.0
708,pro plan urinary cat 1kg ar,0.0,0.0
1399,amity sp low grain iberian pork adult 4 kg,0.0,0.0
688,royal mini junior  2.5 kg,0.0,0.0
1624,kong extreme dental con cuerda,0.0,0.0
1060,royal renal lp modified 385 grs. (lata),0.0,0.0
66,royal can poodle puppy 3 kg,0.0,0.0
1128,bravery chicken adult cat,0.0,0.0
227,nutram total grain-free chicken & turkey cat food 1.13kg,0.0,0.0
1514,brit care gf junior large breed salmon  3 kg,0.0,0.0
194,superpet perro adulto,0.0,0.0
1002,brit care cat fillets in gravy with savory salmon 85 g,0.0,0.0
1712,royal canin hair skin care 1,0.0,0.0
789,hueso masticable con textura,0.0,0.0
559,royal canin baby dog milk 400gr,0.0,0.0
78,brit care cat grain-free kitten healthy g&d 2 kg,0.0,0.0
1353,brit care cat sterilized fillets healthy rabbit 85 g,0.0,0.0
1200,pro plan sterilized cat 3kg ar,0.0,0.0
1172,brit care cat kitten chicken 80 grs,0.0,0.0
61,nt total gf small breed trout & salmon meal dog food 2 kg,0.0,0.0
1626,shn mini adulto 8+ 2.5 kg,0.0,0.0
185,pro plan feline veterinary diets nf early,0.0,0.0
1401,obt-g-free s.bites - duck (2,0.0,0.0
465,royal can. shn mini adulto 3 kgr.,0.0,0.0
1169,adult instinctive pouch 85gr 12un,0.0,0.0
1721,coche pet,0.0,0.0
766,monge all breeds adult rabbits 1x12 kg,0.0,0.0
440,nath adulto maxi sabor pollo y arroz integral,0.0,0.0
1386,rodillo quitapelos y pelusas,0.0,0.0
432,nutram total grain-free chicken & turkey dog food 2kg,0.0,0.0
1481,royal canin maxi puppy pouch 140 gr,0.0,0.0
222,simparica antiparasitario 80 mg,0.0,0.0
467,cama para perro negra zeedog,0.0,0.0
581,royal canin kitten sterilised 1.5 kg,0.0,0.0
1707,proplan adulto cat pollo y arroz 85gr,0.0,0.0
1325,brit care gf puppy salmon 3 kg,0.0,0.0
1657,royal can. vet cat  young male 1.5 kg.,0.0,0.0
1018,brit care cat turkey pate with ham 70grs,0.0,0.0
712,pro plan adult medium breed 15kg ar,0.0,0.0
1364,monge medium adult chicken 12 kg,0.0,0.0
647,royal can. shn. medium adult 15 kgr.,0.0,0.0
1056,nutrience original adult cat 2.5 kg,0.0,0.0
723,eukanuba adulto small breed 2,0.0,0.0
1625,royal can. vet cat young female 1.5 kg.,0.0,0.0
258,pro plan gatos  esterilizados pollo pouch 85 gr,0.0,0.0
605,capa impermeable azul,0.0,0.0
859,loft dog house,0.0,0.0
221,eukanuba adulto small breed 6.8 kg,0.0,0.0
318,royal can. vet cat senior s/o 1.5 kg.,0.0,0.0
1053,siguimarina,0.0,0.0
333,parka premium perro con chiporro,0.0,0.0
1753,fancy feast tartare trucha 85 g,0.0,0.0
823,pro plan urinary cat carne y pollo lata 85 grs,0.0,0.0
1188,brit care cat grain-free indoor anti-stress 7 kg,0.0,0.0
875,hueso entretenido,0.0,0.0
1304,pro plan kitten pollo e higado lata 85 grs,0.0,0.0
1376,squeaky bounce ball large,0.0,0.0
233,monge sterilised  chicken de 1,0.0,0.0
151,royal canin gastrointestinal cat 1.5 kg,0.0,0.0
1445,canine l/d  lata x 370 gr,0.0,0.0
913,bravery chicken adult cat sterilized 7 kg,0.0,0.0
1395,bravery chicken puppy large/medium breeds 4 kg,0.0,0.0
667,nutrience original cat indoor 2,0.0,0.0
539,royal mini light 2.5kg,0.0,0.0
868,mebermic,0.0,0.0
367,bowl de plástico,0.0,0.0
379,monge vs hepatic dog 2 kg,0.0,0.0
12,brit care adult medium breed l&r 3 kg,0.0,0.0
565,arnés adjustable cat ,0.0,0.0
1323,royal can fhn light 40 7.5 kilo,0.0,0.0
1641,pro plan adulto pollo pouch 100 gr,0.0,0.0
413,pro plan active mind 7+ med lrg 3kg ar,0.0,0.0
744,caña con pompones,0.0,0.0
517,royal can. shn mini junior 3 kgr.,0.0,0.0
1536,doguivit adulto,0.0,0.0
613,pro plan kitten pollo 85 gr pouch,0.0,0.0
809,nutrience infusion kitten 2,0.0,0.0
1045,royal can. babycat 34 2 kgr.,0.0,0.0
225,royal canin baby cat intinctive  165grx6un,0.0,0.0
1074,nutram sound adult senior cat 1.13 kg,0.0,0.0
1275,proplan sterilized cat 7.5 kilos,0.0,0.0
1725,monge kitten  chicken de 1,0.0,0.0
337,monge medium sen chicken de 3 kg,0.0,0.0
1711,royal recovery rs 145 grs. (lata),0.0,0.0
724,nutrience orig kitten 2,0.0,0.0
174,pro plan adult cat 7+ 3kg ar,0.0,0.0
13,nutram total grain-free trout & salmon meal dog food 11.4kg,0.0,0.0
937,catnip spray hierba gatera,0.0,0.0
977,alfombrilla de entrenamiento de cesped,0.0,0.0
464,royal canin intense hairball 1,0.0,0.0
1526,pro plan canine veterinary diets en,0.0,0.0
1156,pro plan urinary cat 3kg ar,0.0,0.0
1530,royal can. shn mini junior 1 kgr.,0.0,0.0
1032,pro plan urinary cat 7,0.0,0.0
1456,nutram sound kitten 1.13 kg,0.0,0.0
959,brit care cat grain-free sterilized weight control 7 kg,0.0,0.0
1673,nutram sound balanced wellness puppy food 2kg,0.0,0.0
416,royal canin baby cat milk 300gr,0.0,0.0
1558,zeecat phantom collar,0.0,0.0
20,parka premium perro,0.0,0.0
1554,bravery iberian pork mini adult small breeds 7 kg,0.0,0.0
1139,royal canin feline hypoallergenic 1,0.0,0.0
75,zeus trailla doble asa xl azul denim 1.2m,0.0,0.0
734,nutrience infusion cat adulto 2,0.0,0.0
1765,igloo dog house,0.0,0.0
156,royal can. york. terrier junior 2.5 kgr.,0.0,0.0
195,bravery lamb adult large/medium b. 12 kg,0.0,0.0
1363,superpet gato omega,0.0,0.0
508,rc gatos cast. w.control 1,0.0,0.0
879,dog arnés negro,0.0,0.0
140,royal can shn mini adulto 7,0.0,0.0
1255,fancy feast terrine pollo 85 g,0.0,0.0
1868,kit acuario,0.0,0.0
819,front range arnés naranjo,0.0,0.0
747,nutram sound balanced wellness puppy food 11.4kg,0.0,0.0
312,brit care cat indoor (monty) 2 kg,0.0,0.0
1600,pro plan feline veterinary diets ur,0.0,0.0
1095,pro plan sensitive dog salmon y arroz lata 370 grs,0.0,0.0
